location_id,location_name,sku_id,sku_name,time_period,demand,uom,type,part_type
DC3,C,57300M74F00,S4,10-01-2006,525,units,Trend,Body part
DC3,C,57300M74F00,S4,11-01-2006,513,units,Trend,Body part
DC3,C,57300M74F00,S4,12-01-2006,493,units,Trend,Body part
DC3,C,57300M74F00,S4,01-01-2007,538,units,Trend,Body part
DC3,C,57300M74F00,S4,02-01-2007,499,units,Trend,Body part
DC3,C,57300M74F00,S4,03-01-2007,430,units,Trend,Body part
DC3,C,57300M74F00,S4,04-01-2007,448,units,Trend,Body part
DC3,C,57300M74F00,S4,05-01-2007,541,units,Trend,Body part
DC3,C,57300M74F00,S4,06-01-2007,506,units,Trend,Body part
DC3,C,57300M74F00,S4,07-01-2007,457,units,Trend,Body part
DC3,C,57300M74F00,S4,08-01-2007,381,units,Trend,Body part
DC3,C,57300M74F00,S4,09-01-2007,398,units,Trend,Body part
DC3,C,57300M74F00,S4,10-01-2007,428,units,Trend,Body part
DC3,C,57300M74F00,S4,11-01-2007,421,units,Trend,Body part
DC3,C,57300M74F00,S4,12-01-2007,434,units,Trend,Body part
DC3,C,57300M74F00,S4,01-01-2008,484,units,Trend,Body part
DC3,C,57300M74F00,S4,02-01-2008,360,units,Trend,Body part
DC3,C,57300M74F00,S4,03-01-2008,333,units,Trend,Body part
DC3,C,57300M74F00,S4,04-01-2008,359,units,Trend,Body part
DC3,C,57300M74F00,S4,05-01-2008,436,units,Trend,Body part
DC3,C,57300M74F00,S4,06-01-2008,405,units,Trend,Body part
DC3,C,57300M74F00,S4,07-01-2008,345,units,Trend,Body part
DC3,C,57300M74F00,S4,08-01-2008,354,units,Trend,Body part
DC3,C,57300M74F00,S4,09-01-2008,307,units,Trend,Body part
DC3,C,57300M74F00,S4,10-01-2008,277,units,Trend,Body part
DC3,C,57300M74F00,S4,11-01-2008,328,units,Trend,Body part
DC3,C,57300M74F00,S4,12-01-2008,316,units,Trend,Body part
DC3,C,57300M74F00,S4,01-01-2009,332,units,Trend,Body part
DC3,C,57300M74F00,S4,02-01-2009,275,units,Trend,Body part
DC3,C,57300M74F00,S4,03-01-2009,239,units,Trend,Body part
DC3,C,57300M74F00,S4,04-01-2009,287,units,Trend,Body part
DC3,C,57300M74F00,S4,05-01-2009,296,units,Trend,Body part
DC3,C,57300M74F00,S4,06-01-2009,288,units,Trend,Body part
DC3,C,57300M74F00,S4,07-01-2009,276,units,Trend,Body part
DC3,C,57300M74F00,S4,08-01-2009,259,units,Trend,Body part
DC3,C,57300M74F00,S4,09-01-2009,225,units,Trend,Body part
DC3,C,57300M74F00,S4,10-01-2009,270,units,Trend,Body part
DC3,C,57300M74F00,S4,11-01-2009,225,units,Trend,Body part
DC3,C,57300M74F00,S4,12-01-2009,260,units,Trend,Body part
DC3,C,57300M74F00,S4,01-01-2010,235,units,Trend,Body part
DC3,C,57300M74F00,S4,02-01-2010,213,units,Trend,Body part
DC3,C,57300M74F00,S4,03-01-2010,207,units,Trend,Body part
DC3,C,3834-M944A1,S5,04-01-2006,1,units,Intermittent,Body part
DC3,C,3834-M944A1,S5,05-01-2006,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,06-01-2006,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,07-01-2006,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,08-01-2006,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,09-01-2006,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,10-01-2006,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,11-01-2006,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,12-01-2006,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,01-01-2007,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,02-01-2007,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,03-01-2007,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,04-01-2007,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,05-01-2007,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,06-01-2007,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,07-01-2007,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,08-01-2007,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,09-01-2007,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,10-01-2007,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,11-01-2007,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,12-01-2007,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,01-01-2008,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,02-01-2008,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,03-01-2008,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,04-01-2008,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,05-01-2008,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,06-01-2008,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,07-01-2008,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,08-01-2008,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,09-01-2008,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,10-01-2008,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,11-01-2008,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,12-01-2008,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,01-01-2009,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,02-01-2009,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,03-01-2009,2,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,04-01-2009,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,05-01-2009,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,06-01-2009,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,07-01-2009,3,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,08-01-2009,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,09-01-2009,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,10-01-2009,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,11-01-2009,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,12-01-2009,0,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,01-01-2010,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,02-01-2010,1,units,Seasonal,Body part
DC3,C,3834-M944A1,S5,03-01-2010,3,units,Seasonal,Body part
DC3,C,99000M99503-SIL,S6,04-01-2006,493,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,05-01-2006,434,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,06-01-2006,669,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,07-01-2006,497,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,08-01-2006,503,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,09-01-2006,614,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,10-01-2006,1322,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,11-01-2006,344,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,12-01-2006,368,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,01-01-2007,501,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,02-01-2007,653,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,03-01-2007,844,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,04-01-2007,475,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,05-01-2007,644,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,06-01-2007,699,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,07-01-2007,561,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,08-01-2007,713,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,09-01-2007,640,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,10-01-2007,722,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,11-01-2007,479,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,12-01-2007,665,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,01-01-2008,1063,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,02-01-2008,781,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,03-01-2008,1845,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,04-01-2008,678,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,05-01-2008,1106,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,06-01-2008,1212,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,07-01-2008,761,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,08-01-2008,904,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,09-01-2008,1272,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,10-01-2008,1068,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,11-01-2008,1007,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,12-01-2008,986,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,01-01-2009,1108,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,02-01-2009,1656,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,03-01-2009,1717,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,04-01-2009,1336,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,05-01-2009,1825,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,06-01-2009,1403,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,07-01-2009,1231,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,08-01-2009,1383,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,09-01-2009,1789,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,10-01-2009,1441,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,11-01-2009,1580,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,12-01-2009,2224,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,01-01-2010,2330,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,02-01-2010,2828,units,High growth,Accessories
DC3,C,99000M99503-SIL,S6,03-01-2010,2933,units,High growth,Accessories
